Selling_Price,Present_Price,Kms_Driven,Owner,Price_depriciation,Car_age,Fuel_Type_Diesel,Transmission_Manual
0.5,0.005483311660164715,0.011011011011011011,0.0,0.005141566788257773,0.4666666666666666,0.0,1.0
0.5,0.0024924143909839623,0.06106106106106106,0.0,0.00034740316136876886,0.1333333333333333,0.0,1.0
0.5,0.007260511486779367,0.025025025025025023,0.0,0.007990272711481675,0.39999999999999997,0.0,1.0
0.5,0.007260511486779367,0.08908908908908908,0.0,0.007990272711481675,0.3333333333333333,0.0,1.0
0.5,0.006068487212830515,0.015015015015015015,0.0,0.006079555323953449,0.26666666666666666,0.0,1.0
0.48,0.0020589510186389253,0.007607607607607607,0.0,0.0,0.06666666666666665,0.0,0.0
0.48,0.002167316861725184,0.029029029029029027,0.0,0.00017370158068438443,0.06666666666666665,0.0,1.0
0.48,0.005635023840485478,0.04504504504504504,0.0,0.00573215216258468,0.2,0.0,1.0
0.48,0.0023840485478977026,0.016216216216216217,0.0,0.0005211047420531532,0.06666666666666665,0.0,1.0
0.45,0.0020589510186389253,0.007007007007007007,0.0,0.0005211047420531523,0.06666666666666665,0.0,0.0
0.45,0.00682704811443433,0.04704704704704705,0.0,0.008163974292166058,0.4666666666666666,0.0,1.0
0.45,0.005483311660164715,0.04504504504504504,0.0,0.006010074691679694,0.26666666666666666,0.0,1.0
0.45,0.007260511486779367,0.028028028028028028,0.0,0.008858780614903597,0.39999999999999997,0.0,1.0
0.45,0.00682704811443433,0.05305305305305305,0.0,0.008163974292166058,0.5333333333333332,0.0,1.0
0.45,0.0023840485478977026,0.02702702702702703,0.0,0.0010422094841063055,0.1333333333333333,0.0,1.0
0.45,0.0023840485478977026,0.0,0.0,0.0010422094841063055,0.1333333333333333,0.0,0.0
0.45,0.0024924143909839623,0.001001001001001001,0.0,0.0012159110647906898,0.1333333333333333,0.0,1.0
0.42,0.005309926311226701,0.08308308308308307,0.0,0.006253256904637834,0.26666666666666666,0.0,1.0
0.42,0.004442999566536627,0.023023023023023025,0.0,0.004863644259162758,0.3333333333333333,0.0,1.0
0.4,0.0023840485478977026,0.02702702702702703,0.0,0.0019107173875282265,0.2,0.0,1.0
0.4,0.005526657997399219,0.01001001001001001,0.0,0.0069480632273753685,0.39999999999999997,0.0,1.0
0.4,0.0024924143909839623,0.012412412412412411,0.0,0.002084418968212611,0.2,0.0,1.0
0.4,0.003467706978760295,0.026426426426426425,0.0,0.003647733194372069,0.26666666666666666,0.0,1.0
0.4,0.0020589510186389253,0.0016016016016016012,0.0,0.0013896126454750733,0.06666666666666665,0.0,0.0
0.38,0.004334633723450368,0.07627627627627627,0.0,0.005384749001215911,0.2,0.0,1.0
0.38,0.0050606848721283055,0.14914914914914915,0.0,0.006548549591801287,0.4666666666666666,0.0,1.0
0.35,0.007910706545296922,0.05905905905905906,0.0,0.011638005905853746,0.4666666666666666,0.0,1.0
0.35,0.00270914607715648,0.04704704704704705,0.0,0.0033003300330032995,0.1333333333333333,0.0,0.0
0.35,0.002167316861725184,0.037037037037037035,0.0,0.0024318221295813796,0.26666666666666666,0.0,0.0
0.31,0.007910706545296922,0.42542542542542544,0.0,0.012332812228591282,0.5333333333333332,0.0,1.0
0.3,0.0020589510186389253,0.11911911911911911,0.0,0.003126628452318916,0.39999999999999997,0.0,1.0
0.3,0.0017338534893801471,0.09909909909909909,0.0,0.002605523710265763,0.1333333333333333,0.0,1.0
0.3,0.0028175119202427388,0.05905905905905906,0.0,0.004342539517109605,0.3333333333333333,0.0,1.0
0.27,0.0016254876462938874,0.04104104104104104,0.0,0.002952926871634531,0.3333333333333333,0.0,1.0
0.25,0.004659731252709146,0.05105105105105105,0.3333333333333333,0.00816397429216606,0.6666666666666667,0.0,1.0
0.25,0.0028175119202427388,0.0028028028028028026,0.0,0.005211047420531527,0.6666666666666667,0.0,0.0
0.25,0.002167316861725184,0.043043043043043044,0.0,0.004168837936425222,0.5333333333333332,0.0,0.0
0.25,0.0020589510186389253,0.06306306306306306,0.0,0.003995136355740838,0.3333333333333333,0.0,1.0
0.25,0.00270914607715648,0.035035035035035036,0.0,0.005037345839847142,0.3333333333333333,0.0,1.0
0.2,0.00270914607715648,0.10910910910910909,0.0,0.0059058537432690635,0.8666666666666667,0.0,1.0
0.2,0.004659731252709146,0.11911911911911911,0.0,0.009032482195587981,0.6666666666666667,0.0,1.0
0.2,0.00270914607715648,0.04904904904904905,0.3333333333333333,0.0059058537432690635,0.39999999999999997,0.0,1.0
0.2,0.004659731252709146,0.09709709709709709,0.3333333333333333,0.009032482195587981,0.7333333333333334,0.0,1.0
0.2,0.003576072821846554,0.04704704704704705,0.3333333333333333,0.007295466388744138,0.3333333333333333,0.0,1.0
0.2,0.0050606848721283055,0.09909909909909909,0.0,0.009675178044120202,0.6666666666666667,0.0,1.0
0.18,0.0,0.06906906906906905,0.0,0.0019107173875282265,0.2,0.0,1.0
0.17,0.002167316861725184,0.9999999999999999,0.0,0.005558450581900296,0.6666666666666667,0.0,0.0
0.16,0.0020589510186389253,0.06506506506506506,0.0,0.005558450581900296,0.5333333333333332,0.0,1.0
0.15,0.00270914607715648,0.06906906906906905,0.3333333333333333,0.006774361646690984,0.4666666666666666,0.0,1.0
0.12,0.0028175119202427388,0.1051051051051051,0.0,0.007469167969428522,0.7333333333333334,0.0,1.0
0.1,0.004659731252709146,0.18364964964964964,0.0,0.010769498002431824,0.8,0.0,1.0
3.25,0.07011270047680972,0.1151151151151151,0.3333333333333333,0.06096925482021887,0.5333333333333332,1.0,1.0
4.4,0.05830082358040746,0.05545545545545545,0.0,0.0220601007469168,0.2,0.0,1.0
2.95,0.046380580840918936,0.10602602602602601,0.0,0.02813965607087024,0.4666666666666666,0.0,1.0
2.75,0.044538361508452536,0.055619619619619615,0.0,0.028660760812923396,0.2,0.0,1.0
5.25,0.05830082358040746,0.0059919919919919915,0.3333333333333333,0.0072954663887441415,0.1333333333333333,0.0,1.0
5.75,0.07379713914174252,0.02398198198198198,0.0,0.023449713392391873,0.06666666666666665,0.0,1.0
5.15,0.05830082358040746,0.06866266266266265,0.0,0.009032482195587978,0.2,0.0,0.0
7.9,0.08430862592110966,0.005875875875875875,0.0,0.0029529268716345196,0.06666666666666665,0.0,1.0
4.85,0.05830082358040746,0.04129129129129129,0.0,0.014243529616119518,0.2,1.0,1.0
3.1,0.046380580840918936,0.0706206206206206,0.0,0.025534132360604478,0.39999999999999997,0.0,1.0
11.75,0.1568053749458171,0.08615615615615614,0.0,0.05228417578599964,0.2,1.0,1.0
11.25,0.14390983961855225,0.04438638638638639,0.0,0.040298766718777135,0.1333333333333333,0.0,1.0
2.9,0.07011270047680972,0.062270270270270274,0.0,0.06704881014417233,0.4666666666666666,0.0,1.0
5.25,0.05830082358040746,0.039267267267267265,0.0,0.0072954663887441415,0.06666666666666665,0.0,1.0
4.5,0.09839618552232338,0.07127127127127127,0.0,0.08459266979329513,0.39999999999999997,0.0,1.0
2.9,0.044538361508452536,0.024024024024024024,0.0,0.026055237102657634,0.1333333333333333,0.0,1.0
3.15,0.044538361508452536,0.029029029029029027,0.0,0.021712697585548026,0.1333333333333333,0.0,1.0
6.45,0.09839618552232338,0.08924524524524523,0.0,0.0507208615598402,0.26666666666666666,0.0,1.0
4.5,0.09839618552232338,0.07107107107107107,0.0,0.08459266979329513,0.39999999999999997,0.0,1.0
3.5,0.044538361508452536,0.07605205205205204,0.0,0.01563314226159458,0.06666666666666665,0.0,1.0
4.5,0.07011270047680972,0.06306306306306306,0.0,0.039256557234670836,0.3333333333333333,0.0,0.0
6.0,0.0788903337667967,0.1544184184184184,0.0,0.02727114816744832,0.26666666666666666,1.0,1.0
8.25,0.09839618552232338,0.12188388388388387,0.0,0.01945457703665104,0.2,1.0,1.0
5.11,0.09839618552232338,0.07146746746746746,0.0,0.0739968733715477,0.3333333333333333,0.0,0.0
2.7,0.046380580840918936,0.04407807807807808,0.0,0.032482195587979844,0.4666666666666666,0.0,1.0
5.25,0.05830082358040746,0.048404404404404404,0.0,0.0072954663887441415,0.2,0.0,1.0
2.55,0.044538361508452536,0.1131131131131131,0.0,0.03213479242661108,0.4666666666666666,0.0,1.0
4.95,0.09839618552232338,0.11911911911911911,0.0,0.07677609866249785,0.39999999999999997,1.0,1.0
3.1,0.07011270047680972,0.10336736736736736,0.0,0.06357477853048464,0.39999999999999997,1.0,1.0
6.15,0.09839618552232338,0.08908908908908908,0.0,0.055931908980371724,0.3333333333333333,1.0,1.0
9.25,0.09839618552232338,0.02903103103103103,0.0,0.002084418968212617,0.06666666666666665,0.0,1.0
11.45,0.1568053749458171,0.024824824824824822,0.0,0.05749522320653118,0.2,0.0,0.0
3.9,0.05830082358040746,0.1051051051051051,0.0,0.030745179781136018,0.3333333333333333,1.0,1.0
5.5,0.05830082358040746,0.00799199199199199,0.0,0.002952926871634535,0.2,0.0,1.0
9.1,0.09839618552232338,0.02931131131131131,0.0,0.004689942678478387,0.06666666666666665,0.0,1.0
3.1,0.044538361508452536,0.02272072072072072,0.0,0.022581205488969944,0.1333333333333333,0.0,1.0
11.25,0.14390983961855225,0.13513513513513511,0.0,0.040298766718777135,0.2,1.0,1.0
4.8,0.09839618552232338,0.11960160160160159,0.0,0.07938162237276361,0.3333333333333333,0.0,1.0
2.0,0.044538361508452536,0.046464464464464464,0.0,0.04168837936425221,0.39999999999999997,0.0,1.0
5.35,0.09839618552232338,0.0637077077077077,0.0,0.06982803543512249,0.39999999999999997,1.0,1.0
4.75,0.07379713914174252,0.0708028028028028,0.3333333333333333,0.04081987146083029,0.2,0.0,1.0
4.4,0.07379713914174252,0.06706706706706705,0.0,0.04689942678478374,0.26666666666666666,0.0,1.0
6.25,0.0788903337667967,0.013013013013013013,0.0,0.022928608650338717,0.1333333333333333,0.0,1.0
5.95,0.09839618552232338,0.09709709709709709,0.0,0.05940594059405941,0.3333333333333333,1.0,1.0
5.2,0.09839618552232338,0.14114114114114112,0.0,0.07243355914538824,0.39999999999999997,1.0,1.0
3.75,0.07011270047680972,0.06906906906906905,0.0,0.052284175785999656,0.39999999999999997,0.0,1.0
5.95,0.09839618552232338,0.07107107107107107,0.0,0.05940594059405941,0.2,0.0,1.0
4.0,0.046380580840918936,0.05905905905905906,0.0,0.009900990099009896,0.3333333333333333,0.0,1.0
5.25,0.0788903337667967,0.03303303303303303,0.0,0.040298766718777135,0.1333333333333333,0.0,1.0
12.9,0.14390983961855225,0.07093893893893893,0.0,0.011638005905853732,0.1333333333333333,1.0,1.0
5.0,0.10381447767663633,0.1125145145145145,0.0,0.08459266979329513,0.3333333333333333,0.0,1.0
5.4,0.07043779800606849,0.06191591591591591,0.0,0.02414451971512941,0.2,0.0,0.0
7.2,0.10381447767663633,0.09509509509509509,0.0,0.046378322042730596,0.26666666666666666,1.0,1.0
5.25,0.10381447767663633,0.10759159159159158,0.0,0.08025013027618554,0.3333333333333333,0.0,1.0
3.0,0.05450801907238838,0.10645645645645645,0.0,0.040298766718777135,0.39999999999999997,0.0,1.0
10.25,0.14390983961855225,0.09822222222222221,0.0,0.05766892478721556,0.1333333333333333,0.0,1.0
8.5,0.14390983961855225,0.07972772772772772,0.0,0.08806670140698282,0.2,0.0,1.0
8.4,0.14390983961855225,0.04904904904904905,0.0,0.08980371721382666,0.2,0.0,1.0
3.9,0.07238838318162115,0.07117917917917917,0.0,0.05332638527010596,0.26666666666666666,0.0,1.0
9.15,0.14390983961855225,0.0575035035035035,0.0,0.07677609866249784,0.1333333333333333,0.0,1.0
5.5,0.06122670134373645,0.01021021021021021,0.0,0.007642869550112903,0.1333333333333333,0.0,1.0
4.0,0.05938448201127004,0.07912512512512511,0.0,0.03074517978113601,0.2,0.0,1.0
6.6,0.0799739921976593,0.031035035035035033,0.0,0.018586069133229122,0.1333333333333333,0.0,1.0
4.0,0.07238838318162115,0.07913113113113113,0.0,0.05158936946326212,0.2,0.0,1.0
6.5,0.09081057650628521,0.04144144144144144,0.0,0.037693243008511366,0.06666666666666665,0.0,1.0
3.65,0.07238838318162115,0.06906906906906905,0.0,0.05766892478721557,0.26666666666666666,0.0,1.0
8.35,0.09839618552232338,0.0379059059059059,0.0,0.017717561229807204,0.1333333333333333,1.0,1.0
4.8,0.05938448201127004,0.037037037037037035,0.0,0.016849053326385272,0.06666666666666665,0.0,1.0
6.7,0.10489813610749892,0.036692692692692694,0.0,0.05680041688379364,0.2,0.0,1.0
4.1,0.10489813610749892,0.1378198198198198,0.0,0.10196282786173357,0.4666666666666666,0.0,1.0
3.0,0.10489813610749892,0.13826226226226224,0.0,0.12107000173701583,0.6000000000000001,0.0,1.0
7.5,0.10489813610749892,0.05425425425425425,0.0,0.0429042904290429,0.2,0.0,1.0
2.25,0.07780667533593412,0.12152752752752752,0.0,0.09067222511724858,0.5333333333333332,0.0,1.0
5.3,0.07022106631989597,0.03203203203203203,0.0,0.025534132360604485,0.26666666666666666,0.0,1.0
10.9,0.14390983961855225,0.06056656656656657,0.0,0.04637832204273058,0.1333333333333333,0.0,0.0
8.65,0.14390983961855225,0.048648648648648644,0.0,0.08546117769671704,0.2,0.0,1.0
9.7,0.14390983961855225,0.0426026026026026,0.0,0.06722251172485671,0.2,0.0,1.0
6.0,0.08755960121369745,0.007007007007007007,0.0,0.04116727462219907,0.1333333333333333,0.0,1.0
6.25,0.14390983961855225,0.07933133133133131,0.0,0.12714955706096925,0.26666666666666666,0.0,1.0
5.25,0.06046814044213264,0.027957957957957955,0.0,0.01076949800243183,0.2,0.0,1.0
2.1,0.0788903337667967,0.100012012012012,0.0,0.09501476463435819,0.8,0.0,1.0
8.25,0.1482444733420026,0.1251251251251251,0.0,0.09935730415146779,0.26666666666666666,1.0,1.0
8.99,0.12440398786302558,0.017037037037037038,0.0,0.04828903943025883,0.1333333333333333,0.0,1.0
3.5,0.06046814044213264,0.018618618618618618,0.0,0.04116727462219907,0.3333333333333333,0.0,1.0
7.4,0.08864325964456003,0.029147147147147147,0.0,0.01858606913322911,0.1333333333333333,0.0,0.0
5.65,0.08214130905938449,0.05619419419419419,0.0,0.0385617509119333,0.1333333333333333,0.0,1.0
5.75,0.07780667533593412,0.08708708708708708,0.0,0.029876671877714093,0.2,0.0,0.0
8.4,0.14390983961855225,0.06706706706706705,0.0,0.08980371721382666,0.2,0.0,1.0
10.11,0.14390983961855225,0.02098098098098098,0.0,0.060100746916796954,0.1333333333333333,0.0,1.0
4.5,0.06588643259644561,0.037037037037037035,0.0,0.03248219558797986,0.26666666666666666,0.0,1.0
5.4,0.06263545730385782,0.06191591591591591,0.0,0.011638005905853732,0.2,0.0,1.0
6.4,0.08755960121369745,0.023023023023023025,0.0,0.034219211394823694,0.1333333333333333,0.0,1.0
3.25,0.10381447767663633,0.07507507507507506,0.0,0.11499044641306239,0.5333333333333332,0.0,1.0
3.75,0.07022106631989597,0.06510310310310309,0.0,0.05245787736668404,0.26666666666666666,0.0,1.0
8.55,0.13838318162115304,0.11927127127127125,0.0,0.07833941288865728,0.2,1.0,1.0
9.5,0.12223667100130038,0.06704304304304304,0.0,0.03595622720166753,0.1333333333333333,1.0,1.0
4.0,0.06046814044213264,0.11911911911911911,0.0,0.03248219558797986,0.2,0.0,1.0
3.35,0.11573472041612484,0.17504304304304302,0.0,0.1323606044815008,0.6000000000000001,0.0,1.0
11.5,0.13198959687906373,0.017017017017017015,0.0,0.016849053326385272,0.06666666666666665,1.0,1.0
5.3,0.06046814044213264,0.009937937937937937,0.0,0.009900990099009912,0.1333333333333333,0.0,1.0
